year,state,race3,female,item,n_grp,s_grp
2006,KS,other,female,gunlaw_binary,0,0
2006,KS,other,female,helppoor_binary,1,0
2006,KS,other,female,helpsick_binary,0,0
2006,KS,other,female,hlthcare_binary,1,0
2006,KS,other,female,jobsall_binary,0,0
2006,KS,other,female,marhomo_binary,1,1
2006,KS,other,female,racmar_binary,0,0
2006,KS,other,male,abany_binary,0,0
2006,KS,other,male,abrape_binary,0,0
2006,KS,other,male,affrmact_binary,0,0
2006,KS,other,male,busing_binary,0,0
2006,KS,other,male,cappun2_binary,0,0
2006,KS,other,male,cappun_binary,0,0
2006,KS,other,male,eqwlth_binary,0,0
2006,KS,other,male,gunlaw_binary,0,0
2006,KS,other,male,helppoor_binary,0,0
2006,KS,other,male,helpsick_binary,1,1
2006,KS,other,male,hlthcare_binary,0,0
2006,KS,other,male,jobsall_binary,0,0
2006,KS,other,male,marhomo_binary,0,0
2006,KS,other,male,racmar_binary,0,0
2006,KS,white,female,abany_binary,1,0
2006,KS,white,female,abrape_binary,1,1
2006,KS,white,female,affrmact_binary,2,0
2006,KS,white,female,busing_binary,0,0
2006,KS,white,female,cappun2_binary,0,0
2006,KS,white,female,cappun_binary,2,0
2006,KS,white,female,eqwlth_binary,2,1
2006,KS,white,female,gunlaw_binary,2,2
2006,KS,white,female,helppoor_binary,3,0
2006,KS,white,female,helpsick_binary,1,0
2006,KS,white,female,hlthcare_binary,4,4
2006,KS,white,female,jobsall_binary,1,0
2006,KS,white,female,marhomo_binary,2,2
2006,KS,white,female,racmar_binary,0,0
2006,KS,white,male,abany_binary,3,1
2006,KS,white,male,abrape_binary,0,0
2006,KS,white,male,affrmact_binary,0,0
2006,KS,white,male,busing_binary,0,0
2006,KS,white,male,cappun2_binary,0,0
2006,KS,white,male,cappun_binary,1,0
2006,KS,white,male,eqwlth_binary,3,1
2006,KS,white,male,gunlaw_binary,1,1
2006,KS,white,male,helppoor_binary,2,0
2006,KS,white,male,helpsick_binary,1,1
2006,KS,white,male,hlthcare_binary,1,1
2006,KS,white,male,jobsall_binary,2,0
2006,KS,white,male,marhomo_binary,1,1
2006,KS,white,male,racmar_binary,0,0
2006,KY,black,female,abany_binary,0,0
2006,KY,black,female,abrape_binary,0,0
2006,KY,black,female,affrmact_binary,0,0
2006,KY,black,female,busing_binary,0,0
2006,KY,black,female,cappun2_binary,0,0
2006,KY,black,female,cappun_binary,0,0
2006,KY,black,female,eqwlth_binary,0,0
2006,KY,black,female,gunlaw_binary,0,0
2006,KY,black,female,helppoor_binary,0,0
2006,KY,black,female,helpsick_binary,0,0
2006,KY,black,female,hlthcare_binary,0,0
2006,KY,black,female,jobsall_binary,0,0
2006,KY,black,female,marhomo_binary,0,0
2006,KY,black,female,racmar_binary,0,0
2006,KY,black,male,abany_binary,0,0
2006,KY,black,male,abrape_binary,0,0
2006,KY,black,male,affrmact_binary,0,0
2006,KY,black,male,busing_binary,0,0
2006,KY,black,male,cappun2_binary,0,0
2006,KY,black,male,cappun_binary,0,0
2006,KY,black,male,eqwlth_binary,0,0
2006,KY,black,male,gunlaw_binary,0,0
2006,KY,black,male,helppoor_binary,0,0
2006,KY,black,male,helpsick_binary,0,0
2006,KY,black,male,hlthcare_binary,0,0
2006,KY,black,male,jobsall_binary,0,0
2006,KY,black,male,marhomo_binary,0,0
2006,KY,black,male,racmar_binary,0,0
2006,KY,other,female,abany_binary,0,0
2006,KY,other,female,abrape_binary,0,0
2006,KY,other,female,affrmact_binary,0,0
2006,KY,other,female,busing_binary,0,0
2006,KY,other,female,cappun2_binary,0,0
2006,KY,other,female,cappun_binary,0,0
2006,KY,other,female,eqwlth_binary,0,0
2006,KY,other,female,gunlaw_binary,0,0
2006,KY,other,female,helppoor_binary,0,0
2006,KY,other,female,helpsick_binary,0,0
2006,KY,other,female,hlthcare_binary,0,0
2006,KY,other,female,jobsall_binary,0,0
2006,KY,other,female,marhomo_binary,0,0
2006,KY,other,female,racmar_binary,0,0
2006,KY,other,male,abany_binary,0,0
2006,KY,other,male,abrape_binary,0,0
2006,KY,other,male,affrmact_binary,0,0
2006,KY,other,male,busing_binary,0,0
2006,KY,other,male,cappun2_binary,0,0
2006,KY,other,male,cappun_binary,0,0
2006,KY,other,male,eqwlth_binary,0,0
2006,KY,other,male,gunlaw_binary,0,0
2006,KY,other,male,helppoor_binary,0,0
2006,KY,other,male,helpsick_binary,0,0
2006,KY,other,male,hlthcare_binary,0,0
2006,KY,other,male,jobsall_binary,0,0
2006,KY,other,male,marhomo_binary,0,0
2006,KY,other,male,racmar_binary,0,0
2006,KY,white,female,abany_binary,0,0
2006,KY,white,female,abrape_binary,0,0
2006,KY,white,female,affrmact_binary,1,0
2006,KY,white,female,busing_binary,0,0
2006,KY,white,female,cappun2_binary,0,0
2006,KY,white,female,cappun_binary,0,0
2006,KY,white,female,eqwlth_binary,0,0
2006,KY,white,female,gunlaw_binary,1,1
2006,KY,white,female,helppoor_binary,0,0
2006,KY,white,female,helpsick_binary,0,0
2006,KY,white,female,hlthcare_binary,1,1
2006,KY,white,female,jobsall_binary,0,0
2006,KY,white,female,marhomo_binary,0,0
2006,KY,white,female,racmar_binary,0,0
2006,KY,white,male,abany_binary,0,0
2006,KY,white,male,abrape_binary,0,0
2006,KY,white,male,affrmact_binary,1,0
2006,KY,white,male,busing_binary,0,0
2006,KY,white,male,cappun2_binary,0,0
2006,KY,white,male,cappun_binary,0,0
2006,KY,white,male,eqwlth_binary,0,0
2006,KY,white,male,gunlaw_binary,0,0
2006,KY,white,male,helppoor_binary,1,0
2006,KY,white,male,helpsick_binary,1,1
2006,KY,white,male,hlthcare_binary,3,3
2006,KY,white,male,jobsall_binary,1,0
2006,KY,white,male,marhomo_binary,2,1
2006,KY,white,male,racmar_binary,0,0
2006,LA,black,female,abany_binary,0,0
2006,LA,black,female,abrape_binary,0,0
2006,LA,black,female,affrmact_binary,1,0
2006,LA,black,female,busing_binary,0,0
2006,LA,black,female,cappun2_binary,0,0
2006,LA,black,female,cappun_binary,6,6
2006,LA,black,female,eqwlth_binary,4,2
2006,LA,black,female,gunlaw_binary,2,1
2006,LA,black,female,helppoor_binary,3,2
2006,LA,black,female,helpsick_binary,5,5
2006,LA,black,female,hlthcare_binary,5,5
2006,LA,black,female,jobsall_binary,2,2
2006,LA,black,female,marhomo_binary,2,0
2006,LA,black,female,racmar_binary,0,0
2006,LA,black,male,abany_binary,0,0
2006,LA,black,male,abrape_binary,2,2
2006,LA,black,male,affrmact_binary,1,1
2006,LA,black,male,busing_binary,0,0
2006,LA,black,male,cappun2_binary,0,0
2006,LA,black,male,cappun_binary,3,2
2006,LA,black,male,eqwlth_binary,1,1
2006,LA,black,male,gunlaw_binary,1,1
2006,LA,black,male,helppoor_binary,0,0
2006,LA,black,male,helpsick_binary,0,0
2006,LA,black,male,hlthcare_binary,1,1
2006,LA,black,male,jobsall_binary,3,3
2006,LA,black,male,marhomo_binary,1,0
2006,LA,black,male,racmar_binary,0,0
2006,LA,other,female,abany_binary,0,0
2006,LA,other,female,abrape_binary,0,0
2006,LA,other,female,affrmact_binary,0,0
2006,LA,other,female,busing_binary,0,0
2006,LA,other,female,cappun2_binary,0,0
2006,LA,other,female,cappun_binary,1,0
2006,LA,other,female,eqwlth_binary,0,0
2006,LA,other,female,gunlaw_binary,0,0
2006,LA,other,female,helppoor_binary,0,0
2006,LA,other,female,helpsick_binary,1,0
2006,LA,other,female,hlthcare_binary,0,0
2006,LA,other,female,jobsall_binary,0,0
2006,LA,other,female,marhomo_binary,0,0
2006,LA,other,female,racmar_binary,0,0
2006,LA,other,male,abany_binary,0,0
2006,LA,other,male,abrape_binary,0,0
2006,LA,other,male,affrmact_binary,0,0
2006,LA,other,male,busing_binary,0,0
2006,LA,other,male,cappun2_binary,0,0
2006,LA,other,male,cappun_binary,0,0
2006,LA,other,male,eqwlth_binary,0,0
2006,LA,other,male,gunlaw_binary,0,0
2006,LA,other,male,helppoor_binary,1,0
2006,LA,other,male,helpsick_binary,1,0
2006,LA,other,male,hlthcare_binary,1,1
2006,LA,other,male,jobsall_binary,0,0
2006,LA,other,male,marhomo_binary,0,0
2006,LA,other,male,racmar_binary,0,0
2006,LA,white,female,abany_binary,0,0
2006,LA,white,female,abrape_binary,1,1
2006,LA,white,female,affrmact_binary,2,0
2006,LA,white,female,busing_binary,0,0
2006,LA,white,female,cappun2_binary,0,0
2006,LA,white,female,cappun_binary,0,0
2006,LA,white,female,eqwlth_binary,4,2
2006,LA,white,female,gunlaw_binary,0,0
2006,LA,white,female,helppoor_binary,2,0
2006,LA,white,female,helpsick_binary,1,1
2006,LA,white,female,hlthcare_binary,1,1
2006,LA,white,female,jobsall_binary,1,1
2006,LA,white,female,marhomo_binary,1,0
2006,LA,white,female,racmar_binary,0,0
2006,LA,white,male,abany_binary,0,0
2006,LA,white,male,abrape_binary,2,1
2006,LA,white,male,affrmact_binary,4,0
2006,LA,white,male,busing_binary,0,0
2006,LA,white,male,cappun2_binary,0,0
2006,LA,white,male,cappun_binary,0,0
2006,LA,white,male,eqwlth_binary,2,1
2006,LA,white,male,gunlaw_binary,2,2
2006,LA,white,male,helppoor_binary,2,0
2006,LA,white,male,helpsick_binary,3,1
2006,LA,white,male,hlthcare_binary,2,1
2006,LA,white,male,jobsall_binary,2,0
2006,LA,white,male,marhomo_binary,1,1
2006,LA,white,male,racmar_binary,0,0
2006,MA,black,female,abany_binary,0,0
2006,MA,black,female,abrape_binary,0,0
2006,MA,black,female,affrmact_binary,0,0
2006,MA,black,female,busing_binary,0,0
2006,MA,black,female,cappun2_binary,0,0
2006,MA,black,female,cappun_binary,0,0
2006,MA,black,female,eqwlth_binary,0,0
2006,MA,black,female,gunlaw_binary,1,1
2006,MA,black,female,helppoor_binary,1,0
2006,MA,black,female,helpsick_binary,0,0
2006,MA,black,female,hlthcare_binary,1,1
2006,MA,black,female,jobsall_binary,1,1
2006,MA,black,female,marhomo_binary,0,0
2006,MA,black,female,racmar_binary,0,0
2006,MA,black,male,abany_binary,0,0
2006,MA,black,male,abrape_binary,0,0
2006,MA,black,male,affrmact_binary,0,0
2006,MA,black,male,busing_binary,0,0
2006,MA,black,male,cappun2_binary,0,0
2006,MA,black,male,cappun_binary,0,0
2006,MA,black,male,eqwlth_binary,2,2
2006,MA,black,male,gunlaw_binary,0,0
2006,MA,black,male,helppoor_binary,0,0
2006,MA,black,male,helpsick_binary,0,0
2006,MA,black,male,hlthcare_binary,0,0
2006,MA,black,male,jobsall_binary,0,0
2006,MA,black,male,marhomo_binary,0,0
2006,MA,black,male,racmar_binary,0,0
2006,MA,other,female,abany_binary,1,0
2006,MA,other,female,abrape_binary,1,0
2006,MA,other,female,affrmact_binary,1,0
2006,MA,other,female,busing_binary,0,0
2006,MA,other,female,cappun2_binary,0,0
2006,MA,other,female,cappun_binary,1,1
2006,MA,other,female,eqwlth_binary,1,1
2006,MA,other,female,gunlaw_binary,0,0
2006,MA,other,female,helppoor_binary,0,0
2006,MA,other,female,helpsick_binary,1,1
2006,MA,other,female,hlthcare_binary,1,1
2006,MA,other,female,jobsall_binary,5,4
2006,MA,other,female,marhomo_binary,1,0
2006,MA,other,female,racmar_binary,0,0
2006,MA,other,male,abany_binary,0,0
2006,MA,other,male,abrape_binary,0,0
2006,MA,other,male,affrmact_binary,0,0
2006,MA,other,male,busing_binary,0,0
2006,MA,other,male,cappun2_binary,0,0
2006,MA,other,male,cappun_binary,0,0
2006,MA,other,male,eqwlth_binary,0,0
2006,MA,other,male,gunlaw_binary,0,0
2006,MA,other,male,helppoor_binary,0,0
2006,MA,other,male,helpsick_binary,1,0
2006,MA,other,male,hlthcare_binary,0,0
2006,MA,other,male,jobsall_binary,1,0
2006,MA,other,male,marhomo_binary,1,0
2006,MA,other,male,racmar_binary,0,0
2006,MA,white,female,abany_binary,6,3
2006,MA,white,female,abrape_binary,5,3
2006,MA,white,female,affrmact_binary,6,2
2006,MA,white,female,busing_binary,0,0
2006,MA,white,female,cappun2_binary,0,0
2006,MA,white,female,cappun_binary,6,3
2006,MA,white,female,eqwlth_binary,3,3
2006,MA,white,female,gunlaw_binary,2,2
2006,MA,white,female,helppoor_binary,6,2
2006,MA,white,female,helpsick_binary,3,2
2006,MA,white,female,hlthcare_binary,5,5
2006,MA,white,female,jobsall_binary,8,3
2006,MA,white,female,marhomo_binary,1,1
2006,MA,white,female,racmar_binary,0,0
2006,MA,white,male,abany_binary,1,0
2006,MA,white,male,abrape_binary,2,1
2006,MA,white,male,affrmact_binary,1,0
2006,MA,white,male,busing_binary,0,0
2006,MA,white,male,cappun2_binary,0,0
2006,MA,white,male,cappun_binary,3,1
2006,MA,white,male,eqwlth_binary,4,2
2006,MA,white,male,gunlaw_binary,3,3
2006,MA,white,male,helppoor_binary,2,1
2006,MA,white,male,helpsick_binary,3,1
2006,MA,white,male,hlthcare_binary,12,10
2006,MA,white,male,jobsall_binary,10,2
2006,MA,white,male,marhomo_binary,3,1
2006,MA,white,male,racmar_binary,0,0
2006,MD,black,female,abany_binary,1,0
2006,MD,black,female,abrape_binary,2,2
2006,MD,black,female,affrmact_binary,2,0
2006,MD,black,female,busing_binary,0,0
2006,MD,black,female,cappun2_binary,0,0
2006,MD,black,female,cappun_binary,1,1
2006,MD,black,female,eqwlth_binary,2,2
2006,MD,black,female,gunlaw_binary,1,1
2006,MD,black,female,helppoor_binary,1,0
2006,MD,black,female,helpsick_binary,2,2
2006,MD,black,female,hlthcare_binary,2,2
2006,MD,black,female,jobsall_binary,7,3
2006,MD,black,female,marhomo_binary,2,1
2006,MD,black,female,racmar_binary,0,0
2006,MD,black,male,abany_binary,0,0
2006,MD,black,male,abrape_binary,0,0
2006,MD,black,male,affrmact_binary,0,0
2006,MD,black,male,busing_binary,0,0
2006,MD,black,male,cappun2_binary,0,0
2006,MD,black,male,cappun_binary,2,1
2006,MD,black,male,eqwlth_binary,0,0
2006,MD,black,male,gunlaw_binary,2,2
2006,MD,black,male,helppoor_binary,1,0
2006,MD,black,male,helpsick_binary,0,0
2006,MD,black,male,hlthcare_binary,1,1
2006,MD,black,male,jobsall_binary,3,2
2006,MD,black,male,marhomo_binary,1,0
2006,MD,black,male,racmar_binary,0,0
2006,MD,other,female,abany_binary,0,0
2006,MD,other,female,abrape_binary,0,0
2006,MD,other,female,affrmact_binary,0,0
2006,MD,other,female,busing_binary,0,0
2006,MD,other,female,cappun2_binary,0,0
2006,MD,other,female,cappun_binary,1,1
2006,MD,other,female,eqwlth_binary,0,0
2006,MD,other,female,gunlaw_binary,0,0
2006,MD,other,female,helppoor_binary,0,0
2006,MD,other,female,helpsick_binary,0,0
2006,MD,other,female,hlthcare_binary,0,0
2006,MD,other,female,jobsall_binary,0,0
2006,MD,other,female,marhomo_binary,0,0
2006,MD,other,female,racmar_binary,0,0
2006,MD,other,male,abany_binary,1,0
2006,MD,other,male,abrape_binary,0,0
2006,MD,other,male,affrmact_binary,0,0
2006,MD,other,male,busing_binary,0,0
2006,MD,other,male,cappun2_binary,0,0
2006,MD,other,male,cappun_binary,0,0
2006,MD,other,male,eqwlth_binary,0,0
2006,MD,other,male,gunlaw_binary,0,0
2006,MD,other,male,helppoor_binary,0,0
2006,MD,other,male,helpsick_binary,0,0
2006,MD,other,male,hlthcare_binary,1,1
2006,MD,other,male,jobsall_binary,1,1
2006,MD,other,male,marhomo_binary,0,0
2006,MD,other,male,racmar_binary,0,0
2006,MD,white,female,abany_binary,2,0
2006,MD,white,female,abrape_binary,3,1
2006,MD,white,female,affrmact_binary,2,0
2006,MD,white,female,busing_binary,0,0
2006,MD,white,female,cappun2_binary,0,0
2006,MD,white,female,cappun_binary,4,1
2006,MD,white,female,eqwlth_binary,2,1
2006,MD,white,female,gunlaw_binary,3,2
2006,MD,white,female,helppoor_binary,3,0
2006,MD,white,female,helpsick_binary,1,0
2006,MD,white,female,hlthcare_binary,2,2
2006,MD,white,female,jobsall_binary,2,0
2006,MD,white,female,marhomo_binary,1,1
2006,MD,white,female,racmar_binary,0,0
2006,MD,white,male,abany_binary,1,1
2006,MD,white,male,abrape_binary,1,1
2006,MD,white,male,affrmact_binary,4,2
2006,MD,white,male,busing_binary,0,0
2006,MD,white,male,cappun2_binary,0,0
2006,MD,white,male,cappun_binary,3,1
2006,MD,white,male,eqwlth_binary,0,0
2006,MD,white,male,gunlaw_binary,2,2
2006,MD,white,male,helppoor_binary,0,0
2006,MD,white,male,helpsick_binary,3,3
2006,MD,white,male,hlthcare_binary,2,2
2006,MD,white,male,jobsall_binary,4,2
2006,MD,white,male,marhomo_binary,0,0
2006,MD,white,male,racmar_binary,0,0
2006,ME,black,female,abany_binary,0,0
2006,ME,black,female,abrape_binary,0,0
2006,ME,black,female,affrmact_binary,0,0
2006,ME,black,female,busing_binary,0,0
2006,ME,black,female,cappun2_binary,0,0
2006,ME,black,female,cappun_binary,0,0
2006,ME,black,female,eqwlth_binary,0,0
2006,ME,black,female,gunlaw_binary,0,0
2006,ME,black,female,helppoor_binary,0,0
2006,ME,black,female,helpsick_binary,0,0
2006,ME,black,female,hlthcare_binary,0,0
2006,ME,black,female,jobsall_binary,0,0
2006,ME,black,female,marhomo_binary,0,0
2006,ME,black,female,racmar_binary,0,0
2006,ME,black,male,abany_binary,0,0
2006,ME,black,male,abrape_binary,0,0
2006,ME,black,male,affrmact_binary,0,0
2006,ME,black,male,busing_binary,0,0
2006,ME,black,male,cappun2_binary,0,0
2006,ME,black,male,cappun_binary,0,0
2006,ME,black,male,eqwlth_binary,0,0
2006,ME,black,male,gunlaw_binary,0,0
2006,ME,black,male,helppoor_binary,0,0
2006,ME,black,male,helpsick_binary,0,0
2006,ME,black,male,hlthcare_binary,0,0
2006,ME,black,male,jobsall_binary,0,0
2006,ME,black,male,marhomo_binary,0,0
2006,ME,black,male,racmar_binary,0,0
2006,ME,other,female,abany_binary,0,0
2006,ME,other,female,abrape_binary,1,1
2006,ME,other,female,affrmact_binary,0,0
2006,ME,other,female,busing_binary,0,0
2006,ME,other,female,cappun2_binary,0,0
2006,ME,other,female,cappun_binary,0,0
2006,ME,other,female,eqwlth_binary,0,0
2006,ME,other,female,gunlaw_binary,0,0
2006,ME,other,female,helppoor_binary,0,0
2006,ME,other,female,helpsick_binary,0,0
2006,ME,other,female,hlthcare_binary,0,0
2006,ME,other,female,jobsall_binary,0,0
2006,ME,other,female,marhomo_binary,0,0
2006,ME,other,female,racmar_binary,0,0
2006,ME,other,male,abany_binary,0,0
2006,ME,other,male,abrape_binary,0,0
2006,ME,other,male,affrmact_binary,0,0
2006,ME,other,male,busing_binary,0,0
2006,ME,other,male,cappun2_binary,0,0
2006,ME,other,male,cappun_binary,0,0
2006,ME,other,male,eqwlth_binary,0,0
2006,ME,other,male,gunlaw_binary,0,0
2006,ME,other,male,helppoor_binary,0,0
2006,ME,other,male,helpsick_binary,0,0
2006,ME,other,male,hlthcare_binary,0,0
2006,ME,other,male,jobsall_binary,0,0
2006,ME,other,male,marhomo_binary,0,0
2006,ME,other,male,racmar_binary,0,0
2006,ME,white,female,abany_binary,0,0
2006,ME,white,female,abrape_binary,2,1
2006,ME,white,female,affrmact_binary,1,0
2006,ME,white,female,busing_binary,0,0
2006,ME,white,female,cappun2_binary,0,0
2006,ME,white,female,cappun_binary,0,0
2006,ME,white,female,eqwlth_binary,3,3
2006,ME,white,female,gunlaw_binary,1,1
2006,ME,white,female,helppoor_binary,5,2
2006,ME,white,female,helpsick_binary,0,0
2006,ME,white,female,hlthcare_binary,1,1
2006,ME,white,female,jobsall_binary,5,2
2006,ME,white,female,marhomo_binary,4,0
2006,ME,white,female,racmar_binary,0,0
2006,ME,white,male,abany_binary,0,0
2006,ME,white,male,abrape_binary,0,0
2006,ME,white,male,affrmact_binary,2,0
2006,ME,white,male,busing_binary,0,0
2006,ME,white,male,cappun2_binary,0,0
2006,ME,white,male,cappun_binary,4,1
2006,ME,white,male,eqwlth_binary,2,0
2006,ME,white,male,gunlaw_binary,2,2
2006,ME,white,male,helppoor_binary,0,0
2006,ME,white,male,helpsick_binary,1,0
2006,ME,white,male,hlthcare_binary,2,2
2006,ME,white,male,jobsall_binary,1,0
2006,ME,white,male,marhomo_binary,0,0
2006,ME,white,male,racmar_binary,0,0
2006,MI,black,female,abany_binary,1,1
2006,MI,black,female,abrape_binary,4,2
2006,MI,black,female,affrmact_binary,1,0
2006,MI,black,female,busing_binary,0,0
2006,MI,black,female,cappun2_binary,0,0
2006,MI,black,female,cappun_binary,1,1
2006,MI,black,female,eqwlth_binary,1,0
2006,MI,black,female,gunlaw_binary,0,0
2006,MI,black,female,helppoor_binary,2,2
2006,MI,black,female,helpsick_binary,1,1
2006,MI,black,female,hlthcare_binary,6,6
2006,MI,black,female,jobsall_binary,4,3
2006,MI,black,female,marhomo_binary,3,1
2006,MI,black,female,racmar_binary,0,0
2006,MI,black,male,abany_binary,0,0
2006,MI,black,male,abrape_binary,1,1
2006,MI,black,male,affrmact_binary,0,0
2006,MI,black,male,busing_binary,0,0
2006,MI,black,male,cappun2_binary,0,0
2006,MI,black,male,cappun_binary,2,1
2006,MI,black,male,eqwlth_binary,0,0
2006,MI,black,male,gunlaw_binary,1,1
2006,MI,black,male,helppoor_binary,0,0
2006,MI,black,male,helpsick_binary,0,0
2006,MI,black,male,hlthcare_binary,3,3
2006,MI,black,male,jobsall_binary,1,1
2006,MI,black,male,marhomo_binary,0,0
2006,MI,black,male,racmar_binary,0,0
2006,MI,other,female,abany_binary,0,0
2006,MI,other,female,abrape_binary,0,0
2006,MI,other,female,affrmact_binary,0,0
2006,MI,other,female,busing_binary,0,0
2006,MI,other,female,cappun2_binary,0,0
2006,MI,other,female,cappun_binary,0,0
2006,MI,other,female,eqwlth_binary,2,1
2006,MI,other,female,gunlaw_binary,0,0
2006,MI,other,female,helppoor_binary,0,0
2006,MI,other,female,helpsick_binary,0,0
2006,MI,other,female,hlthcare_binary,0,0
2006,MI,other,female,jobsall_binary,1,1
2006,MI,other,female,marhomo_binary,1,0
2006,MI,other,female,racmar_binary,0,0
2006,MI,other,male,abany_binary,0,0
2006,MI,other,male,abrape_binary,0,0
2006,MI,other,male,affrmact_binary,0,0
2006,MI,other,male,busing_binary,0,0
2006,MI,other,male,cappun2_binary,0,0
2006,MI,other,male,cappun_binary,1,1
2006,MI,other,male,eqwlth_binary,0,0
2006,MI,other,male,gunlaw_binary,0,0
2006,MI,other,male,helppoor_binary,3,0
2006,MI,other,male,helpsick_binary,0,0
2006,MI,other,male,hlthcare_binary,0,0
2006,MI,other,male,jobsall_binary,0,0
2006,MI,other,male,marhomo_binary,0,0
2006,MI,other,male,racmar_binary,0,0
2006,MI,white,female,abany_binary,3,1
2006,MI,white,female,abrape_binary,4,2
2006,MI,white,female,affrmact_binary,6,0
2006,MI,white,female,busing_binary,0,0
2006,MI,white,female,cappun2_binary,0,0
2006,MI,white,female,cappun_binary,7,3
2006,MI,white,female,eqwlth_binary,7,2
2006,MI,white,female,gunlaw_binary,2,2
2006,MI,white,female,helppoor_binary,6,1
2006,MI,white,female,helpsick_binary,10,7
2006,MI,white,female,hlthcare_binary,8,7
2006,MI,white,female,jobsall_binary,10,5
2006,MI,white,female,marhomo_binary,2,0
2006,MI,white,female,racmar_binary,0,0
2006,MI,white,male,abany_binary,8,2
2006,MI,white,male,abrape_binary,1,1
2006,MI,white,male,affrmact_binary,1,0
2006,MI,white,male,busing_binary,0,0
2006,MI,white,male,cappun2_binary,0,0
2006,MI,white,male,cappun_binary,3,0
2006,MI,white,male,eqwlth_binary,2,1
2006,MI,white,male,gunlaw_binary,2,1
2006,MI,white,male,helppoor_binary,1,0
2006,MI,white,male,helpsick_binary,3,2
2006,MI,white,male,hlthcare_binary,2,2
2006,MI,white,male,jobsall_binary,3,1
2006,MI,white,male,marhomo_binary,4,4
2006,MI,white,male,racmar_binary,0,0
2006,MN,black,female,abany_binary,0,0
2006,MN,black,female,abrape_binary,0,0
2006,MN,black,female,affrmact_binary,0,0
2006,MN,black,female,busing_binary,0,0
2006,MN,black,female,cappun2_binary,0,0
2006,MN,black,female,cappun_binary,1,1
2006,MN,black,female,eqwlth_binary,0,0
2006,MN,black,female,gunlaw_binary,0,0
2006,MN,black,female,helppoor_binary,0,0
2006,MN,black,female,helpsick_binary,0,0
2006,MN,black,female,hlthcare_binary,0,0
2006,MN,black,female,jobsall_binary,0,0
2006,MN,black,female,marhomo_binary,1,0
2006,MN,black,female,racmar_binary,0,0
2006,MN,black,male,abany_binary,0,0
2006,MN,black,male,abrape_binary,0,0
2006,MN,black,male,affrmact_binary,0,0
2006,MN,black,male,busing_binary,0,0
2006,MN,black,male,cappun2_binary,0,0
2006,MN,black,male,cappun_binary,0,0
2006,MN,black,male,eqwlth_binary,0,0
2006,MN,black,male,gunlaw_binary,0,0
2006,MN,black,male,helppoor_binary,0,0
2006,MN,black,male,helpsick_binary,0,0
2006,MN,black,male,hlthcare_binary,0,0
2006,MN,black,male,jobsall_binary,1,1
2006,MN,black,male,marhomo_binary,0,0
2006,MN,black,male,racmar_binary,0,0
2006,MN,other,female,abany_binary,0,0
2006,MN,other,female,abrape_binary,0,0
2006,MN,other,female,affrmact_binary,0,0
2006,MN,other,female,busing_binary,0,0
2006,MN,other,female,cappun2_binary,0,0
2006,MN,other,female,cappun_binary,0,0
2006,MN,other,female,eqwlth_binary,0,0
2006,MN,other,female,gunlaw_binary,0,0
2006,MN,other,female,helppoor_binary,0,0
2006,MN,other,female,helpsick_binary,0,0
2006,MN,other,female,hlthcare_binary,0,0
2006,MN,other,female,jobsall_binary,1,0
2006,MN,other,female,marhomo_binary,0,0
2006,MN,other,female,racmar_binary,0,0
2006,MN,other,male,abany_binary,0,0
2006,MN,other,male,abrape_binary,1,0
2006,MN,other,male,affrmact_binary,0,0
2006,MN,other,male,busing_binary,0,0
2006,MN,other,male,cappun2_binary,0,0
2006,MN,other,male,cappun_binary,1,1
2006,MN,other,male,eqwlth_binary,0,0
2006,MN,other,male,gunlaw_binary,0,0
2006,MN,other,male,helppoor_binary,0,0
2006,MN,other,male,helpsick_binary,0,0
2006,MN,other,male,hlthcare_binary,1,1
2006,MN,other,male,jobsall_binary,0,0
2006,MN,other,male,marhomo_binary,0,0
2006,MN,other,male,racmar_binary,0,0
2006,MN,white,female,abany_binary,1,1
2006,MN,white,female,abrape_binary,4,3
2006,MN,white,female,affrmact_binary,3,0
2006,MN,white,female,busing_binary,0,0
2006,MN,white,female,cappun2_binary,0,0
2006,MN,white,female,cappun_binary,3,0
2006,MN,white,female,eqwlth_binary,0,0
2006,MN,white,female,gunlaw_binary,2,2
2006,MN,white,female,helppoor_binary,2,0
2006,MN,white,female,helpsick_binary,1,1
2006,MN,white,female,hlthcare_binary,2,1
2006,MN,white,female,jobsall_binary,0,0
2006,MN,white,female,marhomo_binary,1,1
2006,MN,white,female,racmar_binary,0,0
2006,MN,white,male,abany_binary,3,2
2006,MN,white,male,abrape_binary,1,1
2006,MN,white,male,affrmact_binary,1,0
2006,MN,white,male,busing_binary,0,0
2006,MN,white,male,cappun2_binary,0,0
2006,MN,white,male,cappun_binary,2,0
2006,MN,white,male,eqwlth_binary,2,2
2006,MN,white,male,gunlaw_binary,2,1
2006,MN,white,male,helppoor_binary,1,0
2006,MN,white,male,helpsick_binary,2,1
2006,MN,white,male,hlthcare_binary,4,4
2006,MN,white,male,jobsall_binary,8,1
2006,MN,white,male,marhomo_binary,1,0
2006,MN,white,male,racmar_binary,0,0
2006,MO,black,female,abany_binary,1,1
2006,MO,black,female,abrape_binary,0,0
2006,MO,black,female,affrmact_binary,1,1
2006,MO,black,female,busing_binary,0,0
2006,MO,black,female,cappun2_binary,0,0
2006,MO,black,female,cappun_binary,0,0
